scei;nom;etat;total_oral;total_points;moyenne_generale;rang_classe
4677;FAIVRE;7;314,5;550;9,17;2988
57791;FLEURY;7;314,5;565,75;9,43;2895
101585;ROY;7;314,5;593,75;9,9;2872
59372;LAGARDE;7;314,5;694,75;11,58;1776
61618;DA SILVA;7;315;543;9,05;3011
3086;ROYER;7;315;574;9,57;2852
108351;CHEVALIER;7;315;592,25;9,87;2877
18543;BOULAY;7;315;602,5;10,04;2816
67886;PAUL;7;315;631,25;10,52;2576
114239;MAILLARD;7;315;639,5;10,66;2481
4243;LE ROUX;7;315;669;11,15;2149
43523;DENIS;7;315;670,5;11,18;2133
98069;MARCHAND;7;315;673,75;11,23;2078
29463;GERARD;7;315;679;11,32;2011
16952;LAUNAY;7;315,5;540;9;3024
5241;MEYER;7;315,5;563,75;9,4;2913
41881;GOMES;7;315,5;707,5;11,79;1602
12053;VIDAL;7;316;564;9,4;2909
68605;RODRIGUEZ;7;316;592,25;9,87;2878
38812;PERRET;7;316;619,75;10,33;2686
71698;DE SOUSA;7;316;634,75;10,58;2533
108706;BUISSON;7;316;636,75;10,61;2518
113574;FERREIRA;7;316;692,5;11,54;1817
34348;DANIEL;7;316;726;12,1;1298
28580;THIERRY;7;316;752,25;12,54;956
30769;GIRAUD;7;316,5;692,75;11,55;1808
100930;BLANCHARD;7;317;536,5;8,94;3042
3205;MARCHAL;7;317;584;9,73;2781
118120;MERLE;7;317;589,75;9,83;2888
113571;CARRE;7;317;607,25;10,12;2775
82213;TESSIER;7;317;613,75;10,23;2726
16291;FONTAINE;7;317;625;10,42;2635
42186;CHARLES;7;317;685,5;11,43;1915
115177;LOISEAU;7;317;692,75;11,55;1809
33457;FRANCOIS;7;317;721;12,02;1378
111879;GILBERT;7;317,5;537,25;8,95;3036
72249;CARON;7;317,5;682,5;11,38;1967
56140;ARNAUD;7;317,5;695;11,58;1772
52599;ALVES;7;318;565,5;9,43;2897
2839;MORVAN;7;318;585,25;9,75;2770
77976;GODARD;7;318;597,75;9,96;2842
96685;BODIN;7;318;669,25;11,15;2146
90064;KLEIN;7;318;675,5;11,26;2058
98902;HEBERT;7;318;721,25;12,02;1376
82958;DUPONT;7;318;737,5;12,29;1146
106147;ROUSSEL;7;319;560,5;9,34;2933
55630;SCHMITT;7;319;563;9,38;2918
28709;DELATTRE;7;319;613,25;10,22;2731
37383;POIRIER;7;319;636,25;10,6;2525
57241;MASSE;7;319;674;11,23;2073
98566;MARTINEZ;7;319;686,25;11,44;1905
57078;TEXIER;7;319;704;11,73;1648
79056;MORIN;7;319;704,25;11,74;1643
48259;LOPEZ;7;319,5;536,75;8,95;3040
21093;HEBERT;7;319,5;560,5;9,34;2932
32348;BECKER;7;319,5;562,25;9,37;2923
90229;DEVAUX;7;319,5;583;9,72;2790
42894;RENAUD;7;319,5;717,5;11,96;1442
69756;ALLARD;7;320;580,75;9,68;2808
51237;GOSSELIN;7;320;590;9,83;2740
54172;ROBERT;7;320;596;9,93;2860
109537;ROBERT;7;320;613,25;10,22;2732
64226;RIOU;7;320;621,25;10,35;2669
16062;MARTY;7;320;632,25;10,54;2561
65601;ROLLAND;7;320;632,25;10,54;2562
109473;BOULAY;7;320;695,75;11,6;1755
62970;GUILLET;7;320,5;669,25;11,15;2148
107695;HAMEL;7;320,5;715;11,92;1480
109848;RODRIGUES;7;321;538,5;8,98;3031
112318;LEBRUN;7;321;555,75;9,26;2957
21933;PERROT;7;321;562;9,37;2924
62040;NOEL;7;321;624,5;10,41;2641
110852;GUILLOU;7;321;648,25;10,8;2361
102846;TOUSSAINT;7;321;649,5;10,83;2348
157;BRUNEAU;7;321;655,5;10,93;2295
72846;JOSEPH;7;321;675;11,25;2061
40732;CHEVALLIER;7;321;703;11,72;1658
60955;COLLET;7;321;707,25;11,79;1604
93374;JOUBERT;7;321;708,25;11,8;1593
1717;HOAREAU;7;321,5;557;9,28;2947
34361;DE SOUSA;7;321,5;620,5;10,34;2678
82957;LEBLANC;7;321,5;684;11,4;1944
37830;GIRARD;7;321,5;717;11,95;1447
82143;MERLE;7;321,5;743,25;12,39;1070
14845;MAURY;7;322;566,25;9,44;2891
70040;VALENTIN;7;322;583;9,72;2789
91117;MORIN;7;322;588;9,8;2753
35862;ROYER;7;322;603,75;10,06;2800
115106;MARECHAL;7;322;603,5;10,06;2805
21622;HEBERT;7;322;610,5;10,18;2754
78469;HUBERT;7;322;658,5;10,98;2268
76945;BRETON;7;322;668,5;11,14;2159
50302;MICHEL;7;322;668,75;11,15;2156
32307;BOULAY;7;322;685,5;11,43;1916
27270;MORIN;7;322;727,25;12,12;1278
88655;GOMEZ;7;322,5;541,5;9,03;3014
87460;ROCHE;7;322,5;571;9,52;2873
46905;DELAUNAY;7;322,5;677;11,28;2040
24305;LAROCHE;7;322,5;682;11,37;1972
58549;OLLIVIER;7;322,5;711;11,85;1543
79091;BARRE;7;322,5;722,75;12,05;1356
112275;PELTIER;7;323;553,75;9,23;2964
27845;DELORME;7;323;560;9,33;2937
49997;PERRIER;7;323;573,5;9,56;2859
101321;DOS SANTOS;7;323;574,25;9,57;2851
84018;MAURY;7;323;603,5;10,06;2804
85555;TORRES;7;323;606,75;10,11;2779
5217;BRIAND;7;323;607,25;10,12;2774
18491;LEROY;7;323;618,25;10,3;2695
74872;DIJOUX;7;323;629,25;10,49;2595
27701;LEBLANC;7;323;631,75;10,53;2566
22820;COLAS;7;323;683,5;11,39;1953
97742;ALEXANDRE;7;323;688,5;11,48;1871
28786;PICHON;7;323;719,25;11,99;1409
93519;BECKER;7;323;737,75;12,3;1140
10167;ETIENNE;7;323;739,75;12,33;1110
93879;BERGER;7;323,5;573;9,55;2862
115688;CHAUVET;7;323,5;585,25;9,75;2768
99875;HARDY;7;323,5;612,5;10,21;2741
47003;PERRIN;7;324;557;9,28;2948
60355;RUIZ;7;324;572,5;9,54;2864
76777;GUYON;7;324;611,75;10,2;2747
108572;ROGER;7;324;637,5;10,63;2502
32406;ARNAUD;7;324;691;11,52;1837
49337;BLOT;7;324;692,5;11,54;1816
93232;RAMOS;7;324;695,25;11,59;1766
1767;VALENTIN;7;324;705,75;11,76;1621
32620;BOUCHET;7;324;716;11,93;1467
104141;ALBERT;7;324;723;12,05;1351
83975;DIAZ;7;324;738;12,3;1137
479;COULON;7;324;750;12,5;981
89150;LABBE;7;324,5;551,75;9,2;2976
35773;MARTINEZ;7;324,5;579,75;9,66;2817
107594;TANGUY;7;324,5;584,5;9,74;2776
90572;SEGUIN;7;324,5;600,5;10,01;2831
81748;GAUDIN;7;324,5;602;10,03;2822
53994;MOREL;7;324,5;710,75;11,85;1549
12178;MARIE;7;324,5;739,5;12,33;1116
64426;PERRET;7;325;569;9,48;2884
119426;LEFEBVRE;7;325;569,5;9,49;2880
105832;MASSON;7;325;580;9,67;2814
11923;NGUYEN;7;325;598,5;9,98;2837
7908;LAUNAY;7;325;601,75;10,03;2823
105119;LOUIS;7;325;625,5;10,43;2627
68247;MORIN;7;325;629;10,48;2598
55907;KLEIN;7;325;634,5;10,58;2535
29952;CLEMENT;7;325;679,5;11,33;2003
28516;LEJEUNE;7;325;701,25;11,69;1680
38682;TORRES;7;325;713;11,88;1507
17620;GAILLARD;7;325;725,25;12,09;1307
60277;MARQUES;7;325;746,5;12,44;1032
76788;CHARRIER;7;325;787;13,12;550
68153;EVRARD;7;325,5;555,75;9,26;2956
66488;MAILLOT;7;325,5;580,25;9,67;2813
8731;PARIS;7;325,5;591;9,85;2730
111348;LOISEAU;7;325,5;691,5;11,53;1825
61480;BONNET;7;325,5;746,75;12,45;1028
69798;POULAIN;7;326;545,5;9,09;2998
99047;GUYON;7;326;555,25;9,25;2959
46342;HOAREAU;7;326;608,75;10,15;2764
4582;GUILLOT;7;326;609,5;10,16;2760
21214;PAYET;7;326;613;10,22;2733
83432;LETELLIER;7;326;613,75;10,23;2728
1311;LAURENT;7;326;647,5;10,79;2374
59720;TOUSSAINT;7;326;711,25;11,85;1536
64711;LECONTE;7;326;711,75;11,86;1532
70587;FRANCOIS;7;326,5;563,25;9,39;2914
44395;DUVAL;7;326,5;582,5;9,71;2793
109940;GREGOIRE;7;326,5;707,25;11,79;1605
27959;TEIXEIRA;7;326,5;727,75;12,13;1267
64938;SANCHEZ;7;327;556,25;9,27;2950
22621;DE OLIVEIRA;7;327;565;9,42;2899
72074;BOUCHET;7;327;602,5;10,04;2815
7313;BOULANGER;7;327;602,25;10,04;2818
27505;CHARRIER;7;327;611,5;10,19;2748
16740;DIAZ;7;327;621,25;10,35;2668
19891;FERNANDEZ;7;327;625,75;10,43;2625
116660;ROUX;7;327;633,25;10,55;2551
44638;SALMON;7;327;634,25;10,57;2539
13717;RAYMOND;7;327;659;10,98;2263
92019;MARCHAL;7;327;663,5;11,06;2215
104906;RENARD;7;327;706;11,77;1619
87045;BESNARD;7;327;708,25;11,8;1594
88824;CHAUVET;7;327;712;11,87;1525
63669;BOURDON;7;327;770,25;12,84;760
16023;ANTOINE;7;327,5;550,75;9,18;2982
47798;CARRE;7;327,5;572;9,53;2869
73792;FABRE;7;327,5;728;12,13;1263
25024;LOPEZ;7;328;545;9,08;3003
83917;THIERRY;7;328;551;9,18;2979
70673;CLEMENT;7;328;571,5;9,53;2870
92309;GAILLARD;7;328;580,75;9,68;2807
30144;GOMEZ;7;328;642,75;10,71;2434
82002;CARON;7;328;647;10,78;2390
28642;LAROCHE;7;328;697,75;11,63;1729
3976;RIBEIRO;7;328;701,75;11,7;1673
23936;LETELLIER;7;328;711;11,85;1545
115703;MICHEL;7;328;718;11,97;1431
112259;LEGENDRE;7;328;772,75;12,88;729
51082;GALLET;7;328,5;550,75;9,18;2983
18307;MARTEL;7;328,5;658,25;10,97;2272
80523;DUPONT;7;328,5;718,25;11,97;1426
75909;THIBAULT;7;328,5;720;12;1400
86174;JACOB;7;328,5;731,75;12,2;1228
16332;PELTIER;7;329;588,5;9,81;2750
74782;WAGNER;7;329;605,75;10,1;2787
91648;ARNAUD;7;329;615;10,25;2721
68216;MORIN;7;329;619;10,32;2693
99505;MARIN;7;329;625,25;10,42;2632
17345;TESSIER;7;329;628,25;10,47;2605
62909;VALLET;7;329;650,5;10,84;2336
25152;RAYMOND;7;329;669,75;11,16;2139
113685;FABRE;7;329;684,75;11,41;1930
6290;HOAREAU;7;329;684,5;11,41;1935
104013;HAMEL;7;329;734,25;12,24;1201
49322;GAY;7;329;736,25;12,27;1165
83309;FONTAINE;7;329;771;12,85;749
66242;BUISSON;7;329;776,75;12,95;671
109787;LEDOUX;7;329,5;554,5;9,24;2963
39655;BLANC;7;329,5;565;9,42;2900
825;GUILLET;7;329,5;668,5;11,14;2157
77140;CHARPENTIER;7;329,5;670;11,17;2136
110442;PINTO;7;329,5;679,25;11,32;2006
82766;BONNET;7;330;558;9,3;2944
219;MAILLOT;7;330;570;9,5;2876
3173;PETITJEAN;7;330;607,75;10,13;2773
80505;GILLES;7;330;610,5;10,18;2755
86274;GONCALVES;7;330;620,25;10,34;2682
9515;FONTAINE;7;330;654,25;10,9;2301
78181;GIRARD;7;330;689,25;11,49;1859
57831;NORMAND;7;330;717,75;11,96;1434
56741;PEREZ;7;330;734,5;12,24;1198
198;ALBERT;7;330,5;614,75;10,25;2722
108117;EVRARD;7;330,5;716,75;11,95;1450
33789;GAUTHIER;7;330,5;763,75;12,73;825
33176;CHEVALLIER;7;331;555,25;9,25;2960
56535;GAILLARD;7;331;573,75;9,56;2855
117604;BERTRAND;7;331;573,75;9,56;2857
44161;POIRIER;7;331;581,25;9,69;2799
71604;GUICHARD;7;331;661,75;11,03;2234
66957;MACE;7;331;693,75;11,56;1794
18493;FAURE;7;331;703;11,72;1657
56368;ROY;7;331;730,5;12,18;1240
78180;BONNET;7;331;740;12,33;1106
36464;HERNANDEZ;7;331,5;581,75;9,7;2796
74803;CHAUVEAU;7;331,5;636,5;10,61;2521
77369;NAVARRO;7;331,5;723,75;12,06;1336
44299;ROCHE;7;331,5;753,5;12,56;940
3682;BARON;7;332;553,5;9,23;2967
8772;BODIN;7;332;560,5;9,34;2935
71873;GOSSELIN;7;332;572,25;9,54;2867
91922;OLIVIER;7;332;621,75;10,36;2665
8043;LEFEVRE;7;332;631,25;10,52;2574
1164;MARY;7;332;647,25;10,79;2380
49762;COLLIN;7;332;683,5;11,39;1951
70036;BOUSQUET;7;332;712,25;11,87;1520
54417;ARNAUD;7;332;721;12,02;1380
23471;TANGUY;7;332;730,5;12,18;1238
105517;MAILLOT;7;332;781,5;13,03;608
16864;BLONDEL;7;332,5;626;10,43;2620
7568;TORRES;7;332,5;686;11,43;1907
20415;BERNIER;7;332,5;685,75;11,43;1911
14993;RIBEIRO;7;332,5;719;11,98;1415
50132;FERREIRA;7;333;586;9,77;2765
52042;LEGENDRE;7;333;590,25;9,84;2736
57625;LUCAS;7;333;601;10,02;2647
64092;BAILLY;7;333;625,25;10,42;2633
80661;MARQUES;7;333;638;10,63;2496
115395;EVRARD;7;333;642,25;10,7;2442
90424;DELAHAYE;7;333;647;10,78;2387
27753;MOREL;7;333;651,25;10,85;2326
103580;PERRET;7;333;667,25;11,12;2168
47742;NORMAND;7;333;674,75;11,25;2064
34887;JACQUOT;7;333;686,25;11,44;1902
116895;HUET;7;333;691,25;11,52;1834
72013;DUVAL;7;333;701,5;11,69;1676
67651;VIDAL;7;333;702;11,7;1669
66028;GAUTIER;7;333;744,5;12,41;1056
77749;GREGOIRE;7;333,5;564,5;9,41;2903
106685;LAINE;7;333,5;582,5;9,71;2792
77905;GUILLON;7;333,5;586,25;9,77;2763
64603;NAVARRO;7;333,5;587,25;9,79;2757
75796;FABRE;7;333,5;601,25;10,02;2645
4395;IMBERT;7;333,5;632,75;10,55;2555
104667;BONNET;7;333,5;763;12,72;831
19530;BEGUE;7;334;616,75;10,28;2703
116620;MORVAN;7;334;621,25;10,35;2667
31676;BOUSQUET;7;334;625;10,42;2636
2212;LEDUC;7;334;639;10,65;2485
89798;PERRET;7;334;679,75;11,33;2000
74043;LEGROS;7;334;691,75;11,53;1822
5605;ROSSI;7;334;712,5;11,88;1515
106368;LELEU;7;334;716,25;11,94;1462
56794;ADAM;7;334;723;12,05;1350
9113;ALVES;7;334;723,75;12,06;1337
14333;SANCHEZ;7;334;724,25;12,07;1325
93816;MARQUES;7;334;770,25;12,84;757
93122;TURPIN;7;334,5;592,5;9,88;2719
70809;GUYOT;7;334,5;693;11,55;1805
66868;LACROIX;7;334,5;774,75;12,91;707
64854;MARY;7;335;561,75;9,36;2925
110703;POTTIER;7;335;598;9,97;2676
47815;SANCHEZ;7;335;649;10,82;2353
106967;RUIZ;7;335;669,5;11,16;2143
89911;ALVES;7;335;690;11,5;1849
50679;FAIVRE;7;335;691,5;11,53;1827
79021;JOLY;7;335;736,25;12,27;1163
108139;GONZALEZ;7;335,5;620,5;10,34;2677
7462;BERNIER;7;335,5;690,25;11,5;1844
8132;GUILLET;7;335,5;749,75;12,5;985
32106;DESCAMPS;7;336;615,75;10,26;2711
116352;ROUSSEL;7;336;628,75;10,48;2601
24244;RENAULT;7;336;635,5;10,59;2527
62065;MARTY;7;336;645,25;10,75;2405
76481;BLANCHARD;7;336;648,5;10,81;2357
37002;MARECHAL;7;336;672,5;11,21;2105
117274;BENARD;7;336;723;12,05;1349
45129;BOULANGER;7;336;735,5;12,26;1174
101647;RAYMOND;7;336;764,25;12,74;820
66645;LOUIS;7;336;775,25;12,92;696
51876;TURPIN;7;336;790,25;13,17;517
94142;GAILLARD;7;336,5;558;9,3;2945
73829;RENAUD;7;336,5;563,75;9,4;2912
115721;COSTA;7;336,5;730,25;12,17;1243
21971;PHILIPPE;7;337;581;9,68;2802
57006;ALVES;7;337;625,75;10,43;2624
29971;PELLETIER;7;337;627,5;10,46;2608
13538;COLIN;7;337;704;11,73;1646
43666;BLONDEL;7;337;709,75;11,83;1568
51780;PERRET;7;337;735,25;12,25;1178
110444;MARTEL;7;337;740,5;12,34;1101
60623;ALLARD;7;337,5;563,25;9,39;2915
32806;LEROUX;7;337,5;567,5;9,46;2886
5198;GUILBERT;7;337,5;579,5;9,66;2819
52207;COSTE;7;337,5;634,25;10,57;2538
94819;PERRET;7;337,5;656,75;10,95;2288
92408;SCHMITT;7;337,5;701;11,68;1681
99408;BOUSQUET;7;337,5;733;12,22;1216
115103;DIDIER;7;338;569,25;9,49;2882
54294;FERNANDES;7;338;574,5;9,58;2849
25917;AUGER;7;338;579,5;9,66;2820
75816;LEMAIRE;7;338;606,25;10,1;2600
96368;RENAULT;7;338;663,75;11,06;2211
22218;LEGER;7;338;705;11,75;1637
101290;MUNOZ;7;338;722;12,03;1368
37797;ALLARD;7;338;735,5;12,26;1175
73064;MEUNIER;7;338;744,75;12,41;1051
75599;GARCIA;7;338;746,5;12,44;1033
64005;MAURY;7;338;747,75;12,46;1016
66356;COLIN;7;338;751,75;12,53;960
118659;GAILLARD;7;338;782,75;13,05;592
54225;MOULIN;7;338;801,25;13,35;410
42715;PRUVOST;7;338,5;593,75;9,9;2708
106982;MAHE;7;338,5;595;9,92;2700
9123;VALENTIN;7;338,5;603,75;10,06;2618
115634;MARTIN;7;338,5;604,5;10,08;2615
86184;GOMES;7;338,5;712;11,87;1524
16500;ANTOINE;7;338,5;727,75;12,13;1265
11304;MORENO;7;338,5;737,25;12,29;1147
93768;BRIAND;7;338,5;754,5;12,58;927
79924;BERTIN;7;339;597,25;9,95;2685
22814;ADAM;7;339;621,75;10,36;2664
47801;RUIZ;7;339;651;10,85;2328
18169;MARTINEZ;7;339;673;11,22;2094
24401;REMY;7;339;682,5;11,38;1966
39832;PINTO;7;339;692,25;11,54;1820
20484;DUMONT;7;339;704,75;11,75;1640
75877;NGUYEN;7;339;720,75;12,01;1383
98388;CHAUVIN;7;339;725,25;12,09;1308
82102;FAURE;7;339;739,75;12,33;1113
20599;LEGROS;7;339,5;576;9,6;2836
102573;JACOB;7;339,5;582,5;9,71;2794
50434;CARLIER;7;339,5;600,75;10,01;2650
90368;GONCALVES;7;339,5;688;11,47;1886
36340;FERREIRA;7;339,5;720,25;12;1395
71898;ROSSI;7;340;560,5;9,34;2931
29472;LAPORTE;7;340;563;9,38;2917
40991;LAINE;7;340;589,5;9,83;2744
113327;GUYOT;7;340;606,25;10,1;2599
107567;GAUTHIER;7;340;613,75;10,23;2727
9841;PERRIN;7;340;616,75;10,28;2704
66926;MARY;7;340;624,75;10,41;2638
13077;GAUTHIER;7;340;662,25;11,04;2228
78307;BRUN;7;340;697,5;11,63;1734
112298;ROBERT;7;340;700,5;11,68;1685
61503;MARTEL;7;340;702,5;11,71;1661
15524;MASSON;7;340;703,25;11,72;1653
109925;GROS;7;340;704,25;11,74;1645
54575;PAYET;7;340;705;11,75;1639
92736;DUBOIS;7;340;705,75;11,76;1623
13895;VIDAL;7;340;708,75;11,81;1587
29120;PHILIPPE;7;340;710,5;11,84;1556
98080;BRETON;7;340;722,5;12,04;1363
31998;FAURE;7;340;765;12,75;812
27836;CHEVALIER;7;340;766,5;12,78;798
1511;ANDRE;7;340,5;598,5;9,98;2672
105760;FABRE;7;340,5;609;10,15;2568
85177;MOULIN;7;340,5;622,25;10,37;2660
115186;BRUNEAU;7;340,5;692,5;11,54;1818
86135;DA SILVA;7;340,5;705,25;11,75;1633
6871;FISCHER;7;340,5;710;11,83;1565
1011;DA SILVA;7;340,5;752,5;12,54;953
61888;MAURY;7;341;561;9,35;2928
48583;LAINE;7;341;580,5;9,68;2811
103373;FERRAND;7;341;620,25;10,34;2681
26774;PREVOST;7;341;653,25;10,89;2312
65993;VOISIN;7;341;669,5;11,16;2144
40826;JOSEPH;7;341;709,25;11,82;1578
84896;PELLETIER;7;341;712,75;11,88;1513
87987;HAMEL;7;341;724;12,07;1329
34445;MENARD;7;341;738;12,3;1135
18240;COSTA;7;341;745,25;12,42;1043
68110;BAUDRY;7;341;758,75;12,65;874
110319;ALLAIN;7;341;808,5;13,48;356
89514;POIRIER;7;341,5;574,75;9,58;2846
98258;DIDIER;7;341,5;590;9,83;2739
85406;MORIN;7;341,5;594,5;9,91;2701
26046;LOMBARD;7;341,5;718;11,97;1433
60031;OLIVIER;7;341,5;732,5;12,21;1219
17013;VASSEUR;7;342;578,75;9,65;2826
72331;BERGER;7;342;598;9,97;2675
22053;DIJOUX;7;342;602,75;10,05;2628
62487;GILLES;7;342;629,75;10,5;2587
7032;NOEL;7;342;636,25;10,6;2524
87900;PINEAU;7;342;649;10,82;2354
76935;COLLIN;7;342;695,5;11,59;1762
77695;BRUNET;7;342;718,5;11,98;1423
15616;LEROY;7;342;740;12,33;1104
68302;DAVID;7;342;762;12,7;841
30717;CHRETIEN;7;342;792;13,2;496
3880;FERNANDEZ;7;342;803,5;13,39;398
12806;MICHEL;7;342,5;575,25;9,59;2841
62481;DELORME;7;342,5;602,75;10,05;2629
52332;POULAIN;7;343;584,25;9,74;2777
25712;TANGUY;7;343;588,25;9,8;2752
22826;TORRES;7;343;633,5;10,56;2547
119678;PERON;7;343;642,5;10,71;2439
51311;PASQUIER;7;343;657;10,95;2285
68858;BARBIER;7;343;693,75;11,56;1790
29424;TESSIER;7;343;710,5;11,84;1557
72428;PEREZ;7;343;717,5;11,96;1443
107377;COLAS;7;343;721,75;12,03;1370
29623;BERTHELOT;7;343;735,25;12,25;1185
92215;DE SOUSA;7;343,5;572;9,53;2868
91773;FAURE;7;343,5;573,25;9,55;2861
38527;SAUVAGE;7;343,5;575,25;9,59;2840
28118;GUILBERT;7;343,5;590,25;9,84;2734
92168;DENIS;7;343,5;633,25;10,55;2549
61853;LECOMTE;7;343,5;714;11,9;1493
8615;GAUTHIER;7;343,5;721,5;12,03;1373
8917;LEBRETON;7;343,5;780;13;630
91341;JOLY;7;344;569,25;9,49;2883
25196;GONCALVES;7;344;575;9,58;2844
8616;BOYER;7;344;584;9,73;2780
74123;BLANCHET;7;344;614,5;10,24;2511
9002;THIBAULT;7;344;615,75;10,26;2712
96750;LEDUC;7;344;633,75;10,56;2545
74443;BLANCHET;7;344;637;10,62;2513
105131;PETITJEAN;7;344;641;10,68;2459
42474;FABRE;7;344;640,5;10,68;2467
58248;LEFEVRE;7;344;657;10,95;2286
17530;CHAUVET;7;344;660,75;11,01;2249
84727;ANDRE;7;344;661,5;11,03;2238
75991;FOUQUET;7;344;680,5;11,34;1989
75552;GIRARD;7;344;681,25;11,35;1981
84522;LEMAITRE;7;344;710,25;11,84;1560
105037;DELANNOY;7;344;766;12,77;803
113657;GERMAIN;7;344;777,5;12,96;664
119797;ROUSSEL;7;344;791,5;13,19;502
30648;ARNAUD;7;344,5;587;9,78;2759
13930;BAZIN;7;344,5;589,5;9,83;2746
4863;LACROIX;7;344,5;712,5;11,88;1516
73426;PAYET;7;344,5;738;12,3;1138
52630;HARDY;7;344,5;804,75;13,41;386
42567;DELANNOY;7;345;633;10,55;2552
13871;POTTIER;7;345;642,5;10,71;2437
39889;CHEVALIER;7;345;671,75;11,2;2116
84490;RODRIGUEZ;7;345;673,5;11,23;2084
58792;BOUTIN;7;345;681;11,35;1985
65139;PASQUIER;7;345;682,5;11,38;1968
25950;BLONDEL;7;345;694,25;11,57;1786
83939;PHILIPPE;7;345;717,5;11,96;1439
41791;GOMES;7;345;730;12,17;1246
79313;CHEVALLIER;7;345;764,75;12,75;814
1336;BAILLY;7;345,5;607,75;10,13;2584
78405;GUILLET;7;345,5;666;11,1;2184
14371;BECKER;7;345,5;758;12,63;886
18663;TORRES;7;346;592,5;9,88;2718
99217;COUTURIER;7;346;642,75;10,71;2435
66606;PERRET;7;346;662,75;11,05;2222
86013;DUFOUR;7;346;671,5;11,19;2120
36196;POIRIER;7;346;705;11,75;1638
119918;GERARD;7;346;712,75;11,88;1512
58309;ROUSSEAU;7;346;720,75;12,01;1384
26142;LELEU;7;346;724;12,07;1332
42992;LEVEQUE;7;346;725,75;12,1;1301
36490;BRUNEAU;7;346;732;12,2;1225
7017;HUMBERT;7;346;740,75;12,35;1098
98325;JOSEPH;7;346;747;12,45;1024
52999;MEYER;7;346;751,5;12,53;964
109414;DUVAL;7;346;778,25;12,97;649
103574;DUFOUR;7;346,5;568;9,47;2885
105285;BAUDRY;7;346,5;601,25;10,02;2644
110456;GILLET;7;346,5;805,25;13,42;384
36128;GUICHARD;7;347;592,5;9,88;2717
75176;DELAUNAY;7;347;619,5;10,33;2688
35353;LAMY;7;347;716,25;11,94;1457
47282;MARTINEZ;7;347;758,25;12,64;882
87429;DELAHAYE;7;347;762,5;12,71;836
43178;REGNIER;7;347;803,5;13,39;399
58639;GOSSELIN;7;347,5;570,5;9,51;2874
92976;BESSON;7;347,5;597;9,95;2687
27183;MOREL;7;347,5;599,25;9,99;2663
28045;HENRY;7;347,5;614,5;10,24;2509
51897;RIVIERE;7;347,5;618,25;10,3;2463
8047;BLANC;7;347,5;665,75;11,1;2187
96292;MALLET;7;347,5;678,25;11,3;2021
89341;LEBRUN;7;347,5;684,25;11,4;1940
76931;BLANC;7;347,5;713,25;11,89;1503
108758;DANIEL;7;347,5;715,5;11,93;1476
12698;LE GOFF;7;347,5;762,25;12,7;837
80;BONNET;7;347,5;786,5;13,11;558
59109;MARTY;7;348;575,5;9,59;2839
65479;GILBERT;7;348;583;9,72;2791
5518;LEMAITRE;7;348;589,5;9,83;2745
82316;ROUSSEL;7;348;596,5;9,94;2692
58778;GAUDIN;7;348;614,5;10,24;2510
80632;GRENIER;7;348;629,25;10,49;2594
86239;HAMON;7;348;639,75;10,66;2477
25088;BRUNEL;7;348;639,5;10,66;2480
100649;COHEN;7;348;648;10,8;2365
96066;PEREZ;7;348;649,5;10,83;2347
72758;PEREZ;7;348;662,5;11,04;2226
56890;CARPENTIER;7;348;678,5;11,31;2019
26009;CORDIER;7;348;682,75;11,38;1959
92857;HEBERT;7;348;684,25;11,4;1942
265;LEDOUX;7;348;688,25;11,47;1880
111918;TESSIER;7;348;721,75;12,03;1372
23730;GUILLOU;7;348;727,75;12,13;1266
26744;DURAND;7;348;733,5;12,23;1208
73396;MOREL;7;348;745,5;12,43;1040
19883;JOSEPH;7;348;748,5;12,48;1005
114202;GODARD;7;348;770;12,83;765
107730;BARBIER;7;348;800,5;13,34;422
87430;JOLY;7;348;800,75;13,35;416
49114;BOUVIER;7;348,5;619,25;10,32;2449
27718;VIDAL;7;348,5;662,75;11,05;2223
95732;BAILLY;7;348,5;712,25;11,87;1519
60744;LENOIR;7;348,5;751,25;12,52;967
49172;PERROT;7;348,5;776,5;12,94;672
28217;BAUDRY;7;348,5;835,75;13,93;210
3556;EVRARD;7;349;612,75;10,21;2530
106976;BARTHELEMY;7;349;620,25;10,34;2679
99167;GUIBERT;7;349;631,75;10,53;2565
19823;ROUX;7;349;640,75;10,68;2464
57760;PEREZ;7;349;640,5;10,68;2468
13228;CHAUVEAU;7;349;642,25;10,7;2441
14558;LAPORTE;7;349;663,75;11,06;2212
16031;VINCENT;7;349;713,75;11,9;1495
23345;COURTOIS;7;349;720,75;12,01;1382
12682;MULLER;7;349;727,25;12,12;1279
61651;NICOLAS;7;349;742;12,37;1083
8968;CHAUVEAU;7;349;749,25;12,49;994
107009;BIGOT;7;349;752,25;12,54;955
91752;DUPUY;7;349;755;12,58;918
29023;HOAREAU;7;349,5;573,75;9,56;2854
6758;BOULAY;7;349,5;598,75;9,98;2666
6005;LEMONNIER;7;349,5;616,5;10,28;2484
77028;CHAUVIN;7;349,5;672;11,2;2112
32041;GAUTHIER;7;349,5;680;11,33;1996
38898;MARIN;7;349,5;718,5;11,98;1421
24846;GUYON;7;349,5;762;12,7;840
89439;DIJOUX;7;350;581,5;9,69;2798
108010;HOAREAU;7;350;610,75;10,18;2548
61468;BIGOT;7;350;625,75;10,43;2623
